x1,y1
0,0.70711
0.01,0.71414
0.02,0.72111
0.03,0.728
0.04,0.73482
0.05,0.74156
0.06,0.74824
0.07,0.75483
0.08,0.76135
0.09,0.7678
0.1,0.77417
0.11,0.78046
0.12,0.78667
0.13,0.79281
0.14,0.79886
0.15,0.80484
0.16,0.81073
0.17,0.81654
0.18,0.82228
0.19,0.82793
0.2,0.83349
0.21,0.83898
0.22,0.84438
0.23,0.84969
0.24,0.85492
0.25,0.86007
0.26,0.86512
0.27,0.8701
0.28,0.87498
0.29,0.87978
0.3,0.88449
0.31,0.88911
0.32,0.89364
0.33,0.89809
0.34,0.90244
0.35,0.9067
0.36,0.91087
0.37,0.91496
0.38,0.91895
0.39,0.92284
0.4,0.92665
0.41,0.93036
0.42,0.93398
0.43,0.93751
0.44,0.94094
0.45,0.94428
0.46,0.94752
0.47,0.95067
0.48,0.95373
0.49,0.95669
0.5,0.95955
0.51,0.96232
0.52,0.96499
0.53,0.96756
0.54,0.97004
0.55,0.97242
0.56,0.97471
0.57,0.97689
0.58,0.97898
0.59,0.98097
0.6,0.98286
0.61,0.98466
0.62,0.98635
0.63,0.98795
0.64,0.98945
0.65,0.99085
0.66,0.99215
0.67,0.99335
0.68,0.99445
0.69,0.99545
0.7,0.99636
0.71,0.99716
0.72,0.99786
0.73,0.99847
0.74,0.99897
0.75,0.99937
0.76,0.99968
0.77,0.99988
0.78,0.99999
0.79,0.99999
0.8,0.99989
0.81,0.9997
0.82,0.9994
0.83,0.99901
0.84,0.99851
0.85,0.99791
0.86,0.99722
0.87,0.99642
0.88,0.99553
0.89,0.99453
0.9,0.99344
0.91,0.99225
0.92,0.99095
0.93,0.98956
0.94,0.98807
0.95,0.98648
0.96,0.9848
0.97,0.98301
0.98,0.98112
0.99,0.97914
1,0.97706
1.01,0.97488
1.02,0.97261
1.03,0.97023
1.04,0.96776
1.05,0.9652
1.06,0.96253
1.07,0.95977
1.08,0.95692
1.09,0.95397
1.1,0.95092
1.11,0.94778
1.12,0.94454
1.13,0.94121
1.14,0.93778
1.15,0.93427
1.16,0.93065
1.17,0.92695
1.18,0.92315
1.19,0.91926
1.2,0.91528
1.21,0.9112
1.22,0.90704
1.23,0.90278
1.24,0.89844
1.25,0.894
1.26,0.88947
1.27,0.88486
1.28,0.88016
1.29,0.87537
1.3,0.87049
1.31,0.86552
1.32,0.86047
1.33,0.85533
1.34,0.85011
1.35,0.8448
1.36,0.83941
1.37,0.83393
1.38,0.82837
1.39,0.82273
1.4,0.817
1.41,0.8112
1.42,0.80531
1.43,0.79934
1.44,0.79329
1.45,0.78716
1.46,0.78096
1.47,0.77467
1.48,0.76831
1.49,0.76187
1.5,0.75535
1.51,0.74876
1.52,0.7421
1.53,0.73536
1.54,0.72854
1.55,0.72166
1.56,0.7147
1.57,0.70767
1.58,0.70057
1.59,0.6934
1.6,0.68616
1.61,0.67885
1.62,0.67147
1.63,0.66403
1.64,0.65652
1.65,0.64894
1.66,0.6413
1.67,0.6336
1.68,0.62583
1.69,0.618
1.7,0.61011
1.71,0.60215
1.72,0.59414
1.73,0.58607
1.74,0.57793
1.75,0.56974
1.76,0.5615
1.77,0.55319
1.78,0.54484
1.79,0.53642
1.8,0.52796
1.81,0.51944
1.82,0.51087
1.83,0.50225
1.84,0.49357
1.85,0.48485
1.86,0.47608
1.87,0.46726
1.88,0.4584
1.89,0.44949
1.9,0.44053
1.91,0.43154
1.92,0.42249
1.93,0.41341
1.94,0.40428
1.95,0.39512
1.96,0.38591
1.97,0.37667
1.98,0.36738
1.99,0.35806
2,0.34871
2.01,0.33932
2.02,0.3299
2.03,0.32044
2.04,0.31095
2.05,0.30143
2.06,0.29188
2.07,0.2823
2.08,0.2727
2.09,0.26306
2.1,0.2534
2.11,0.24371
2.12,0.234
2.13,0.22427
2.14,0.21451
2.15,0.20474
2.16,0.19494
2.17,0.18512
2.18,0.17528
2.19,0.16543
2.2,0.15556
2.21,0.14567
2.22,0.13577
2.23,0.12586
2.24,0.11593
2.25,0.106
2.26,0.096046
2.27,0.086088
2.28,0.076121
2.29,0.066146
2.3,0.056165
2.31,0.046178
2.32,0.036187
2.33,0.026191
2.34,0.016194
2.35,0.0061945
2.36,-0.0038055
2.37,-0.013805
2.38,-0.023803
2.39,-0.033799
2.4,-0.043792
2.41,-0.05378
2.42,-0.063762
2.43,-0.073739
2.44,-0.083707
2.45,-0.093668
2.46,-0.10362
2.47,-0.11356
2.48,-0.12349
2.49,-0.13341
2.5,-0.14331
2.51,-0.1532
2.52,-0.16307
2.53,-0.17293
2.54,-0.18277
2.55,-0.19259
2.56,-0.2024
2.57,-0.21218
2.58,-0.22194
2.59,-0.23168
2.6,-0.2414
2.61,-0.25109
2.62,-0.26076
2.63,-0.2704
2.64,-0.28001
2.65,-0.2896
2.66,-0.29915
2.67,-0.30868
2.68,-0.31818
2.69,-0.32764
2.7,-0.33707
2.71,-0.34647
2.72,-0.35583
2.73,-0.36516
2.74,-0.37445
2.75,-0.38371
2.76,-0.39292
2.77,-0.4021
2.78,-0.41123
2.79,-0.42033
2.8,-0.42938
2.81,-0.43839
2.82,-0.44735
2.83,-0.45628
2.84,-0.46515
2.85,-0.47398
2.86,-0.48276
2.87,-0.49149
2.88,-0.50018
2.89,-0.50881
2.9,-0.5174
2.91,-0.52593
2.92,-0.53441
2.93,-0.54283
2.94,-0.5512
2.95,-0.55952
2.96,-0.56778
2.97,-0.57598
2.98,-0.58413
2.99,-0.59222
3,-0.60024
3.01,-0.60821
3.02,-0.61612
3.03,-0.62396
3.04,-0.63175
3.05,-0.63947
3.06,-0.64712
3.07,-0.65471
3.08,-0.66224
3.09,-0.6697
3.1,-0.67709
3.11,-0.68442
3.12,-0.69167
3.13,-0.69886
3.14,-0.70598
3.15,-0.71303
3.16,-0.72
3.17,-0.72691
3.18,-0.73374
3.19,-0.74049
3.2,-0.74718
3.21,-0.75379
3.22,-0.76032
3.23,-0.76678
3.24,-0.77316
3.25,-0.77946
3.26,-0.78569
3.27,-0.79183
3.28,-0.7979
3.29,-0.80389
3.3,-0.8098
3.31,-0.81562
3.32,-0.82137
3.33,-0.82703
3.34,-0.83261
3.35,-0.83811
3.36,-0.84352
3.37,-0.84885
3.38,-0.85409
3.39,-0.85925
3.4,-0.86432
3.41,-0.86931
3.42,-0.87421
3.43,-0.87902
3.44,-0.88375
3.45,-0.88838
3.46,-0.89293
3.47,-0.89738
3.48,-0.90175
3.49,-0.90603
3.5,-0.91022
3.51,-0.91431
3.52,-0.91832
3.53,-0.92223
3.54,-0.92605
3.55,-0.92978
3.56,-0.93341
3.57,-0.93695
3.58,-0.9404
3.59,-0.94375
3.6,-0.94701
3.61,-0.95018
3.62,-0.95325
3.63,-0.95622
3.64,-0.9591
3.65,-0.96188
3.66,-0.96457
3.67,-0.96716
3.68,-0.96965
3.69,-0.97205
3.7,-0.97435
3.71,-0.97655
3.72,-0.97865
3.73,-0.98066
3.74,-0.98257
3.75,-0.98438
3.76,-0.98609
3.77,-0.9877
3.78,-0.98922
3.79,-0.99063
3.8,-0.99195
3.81,-0.99316
3.82,-0.99428
3.83,-0.9953
3.84,-0.99622
3.85,-0.99704
3.86,-0.99776
3.87,-0.99838
3.88,-0.9989
3.89,-0.99932
3.9,-0.99964
3.91,-0.99986
3.92,-0.99998
3.93,-1
3.94,-0.99992
3.95,-0.99974
3.96,-0.99946
3.97,-0.99908
3.98,-0.9986
3.99,-0.99802
4,-0.99734
4.01,-0.99656
4.02,-0.99568
4.03,-0.9947
4.04,-0.99362
4.05,-0.99244
4.06,-0.99117
4.07,-0.98979
4.08,-0.98832
4.09,-0.98674
4.1,-0.98507
4.11,-0.9833
4.12,-0.98143
4.13,-0.97946
4.14,-0.9774
4.15,-0.97524
4.16,-0.97298
4.17,-0.97062
4.18,-0.96816
4.19,-0.96561
4.2,-0.96296
4.21,-0.96022
4.22,-0.95738
4.23,-0.95444
4.24,-0.95141
4.25,-0.94828
4.26,-0.94506
4.27,-0.94175
4.28,-0.93834
4.29,-0.93483
4.3,-0.93123
4.31,-0.92754
4.32,-0.92376
4.33,-0.91988
4.34,-0.91592
4.35,-0.91186
4.36,-0.90771
4.37,-0.90347
4.38,-0.89913
4.39,-0.89471
4.4,-0.8902
4.41,-0.8856
4.42,-0.88091
4.43,-0.87614
4.44,-0.87127
4.45,-0.86632
4.46,-0.86128
4.47,-0.85616
4.48,-0.85095
4.49,-0.84565
4.5,-0.84027
4.51,-0.83481
4.52,-0.82926
4.53,-0.82363
4.54,-0.81792
4.55,-0.81213
4.56,-0.80625
4.57,-0.8003
4.58,-0.79426
4.59,-0.78814
4.6,-0.78195
4.61,-0.77568
4.62,-0.76933
4.63,-0.7629
4.64,-0.7564
4.65,-0.74982
4.66,-0.74316
4.67,-0.73644
4.68,-0.72963
4.69,-0.72276
4.7,-0.71581
4.71,-0.70879
4.72,-0.7017
4.73,-0.69454
4.74,-0.68732
4.75,-0.68002
4.76,-0.67265
4.77,-0.66522
4.78,-0.65772
4.79,-0.65015
4.8,-0.64252
4.81,-0.63483
4.82,-0.62707
4.83,-0.61925
4.84,-0.61137
4.85,-0.60342
4.86,-0.59542
4.87,-0.58736
4.88,-0.57923
4.89,-0.57105
4.9,-0.56281
4.91,-0.55452
4.92,-0.54617
4.93,-0.53777
4.94,-0.52931
4.95,-0.5208
4.96,-0.51224
4.97,-0.50362
4.98,-0.49496
4.99,-0.48624
5,-0.47748
5.01,-0.46867
5.02,-0.45982
5.03,-0.45091
5.04,-0.44196
5.05,-0.43297
5.06,-0.42394
5.07,-0.41486
5.08,-0.40574
5.09,-0.39658
5.1,-0.38738
5.11,-0.37814
5.12,-0.36886
5.13,-0.35955
5.14,-0.3502
5.15,-0.34082
5.16,-0.3314
5.17,-0.32195
5.18,-0.31247
5.19,-0.30295
5.2,-0.29341
5.21,-0.28383
5.22,-0.27423
5.23,-0.2646
5.24,-0.25494
5.25,-0.24526
5.26,-0.23555
5.27,-0.22582
5.28,-0.21607
5.29,-0.2063
5.3,-0.1965
5.31,-0.18669
5.32,-0.17685
5.33,-0.167
5.34,-0.15713
5.35,-0.14725
5.36,-0.13735
5.37,-0.12744
5.38,-0.11751
5.39,-0.10758
5.4,-0.097631
5.41,-0.087674
5.42,-0.077709
5.43,-0.067735
5.44,-0.057755
5.45,-0.047769
5.46,-0.037778
5.47,-0.027784
5.48,-0.017786
5.49,-0.0077871
5.5,0.0022129
5.51,0.012213
5.52,0.022211
5.53,0.032207
5.54,0.0422
5.55,0.052189
5.56,0.062173
5.57,0.07215
5.58,0.08212
5.59,0.092082
5.6,0.10203
5.61,0.11198
5.62,0.12191
5.63,0.13183
5.64,0.14173
5.65,0.15163
5.66,0.1615
5.67,0.17136
5.68,0.18121
5.69,0.19103
5.7,0.20084
5.71,0.21062
5.72,0.22039
5.73,0.23013
5.74,0.23985
5.75,0.24955
5.76,0.25922
5.77,0.26886
5.78,0.27848
5.79,0.28807
5.8,0.29763
5.81,0.30717
5.82,0.31667
5.83,0.32614
5.84,0.33557
5.85,0.34498
5.86,0.35434
5.87,0.36368
5.88,0.37297
5.89,0.38223
5.9,0.39146
5.91,0.40064
5.92,0.40978
5.93,0.41888
5.94,0.42794
5.95,0.43696
5.96,0.44593
5.97,0.45486
5.98,0.46374
5.99,0.47258
6,0.48137
6.01,0.49011
6.02,0.4988
6.03,0.50744
6.04,0.51603
6.05,0.52457
6.06,0.53306
6.07,0.54149
6.08,0.54987
6.09,0.5582
6.1,0.56647
6.11,0.57468
6.12,0.58283
6.13,0.59093
6.14,0.59897
6.15,0.60695
6.16,0.61486
6.17,0.62272
6.18,0.63051
6.19,0.63824
6.2,0.64591
6.21,0.65351
6.22,0.66105
6.23,0.66852
6.24,0.67592
6.25,0.68326
6.26,0.69052
6.27,0.69772
6.28,0.70485
