x1,y1
0,0.19509
0.01,0.20489
0.02,0.21467
0.03,0.22442
0.04,0.23416
0.05,0.24387
0.06,0.25355
0.07,0.26321
0.08,0.27285
0.09,0.28245
0.1,0.29203
0.11,0.30158
0.12,0.3111
0.13,0.32059
0.14,0.33004
0.15,0.33947
0.16,0.34886
0.17,0.35821
0.18,0.36753
0.19,0.37681
0.2,0.38605
0.21,0.39526
0.22,0.40442
0.23,0.41355
0.24,0.42263
0.25,0.43168
0.26,0.44067
0.27,0.44963
0.28,0.45854
0.29,0.4674
0.3,0.47622
0.31,0.48499
0.32,0.49371
0.33,0.50238
0.34,0.511
0.35,0.51957
0.36,0.52809
0.37,0.53656
0.38,0.54497
0.39,0.55332
0.4,0.56163
0.41,0.56987
0.42,0.57806
0.43,0.58619
0.44,0.59426
0.45,0.60228
0.46,0.61023
0.47,0.61812
0.48,0.62595
0.49,0.63372
0.5,0.64142
0.51,0.64906
0.52,0.65664
0.53,0.66414
0.54,0.67159
0.55,0.67896
0.56,0.68627
0.57,0.69351
0.58,0.70068
0.59,0.70778
0.6,0.71481
0.61,0.72177
0.62,0.72865
0.63,0.73546
0.64,0.7422
0.65,0.74887
0.66,0.75546
0.67,0.76197
0.68,0.76841
0.69,0.77477
0.7,0.78105
0.71,0.78726
0.72,0.79338
0.73,0.79943
0.74,0.8054
0.75,0.81129
0.76,0.81709
0.77,0.82282
0.78,0.82846
0.79,0.83402
0.8,0.83949
0.81,0.84488
0.82,0.85019
0.83,0.85541
0.84,0.86055
0.85,0.8656
0.86,0.87057
0.87,0.87544
0.88,0.88023
0.89,0.88493
0.9,0.88955
0.91,0.89407
0.92,0.8985
0.93,0.90285
0.94,0.9071
0.95,0.91127
0.96,0.91534
0.97,0.91932
0.98,0.92321
0.99,0.92701
1,0.93071
1.01,0.93432
1.02,0.93784
1.03,0.94126
1.04,0.94459
1.05,0.94783
1.06,0.95097
1.07,0.95401
1.08,0.95696
1.09,0.95982
1.1,0.96258
1.11,0.96524
1.12,0.9678
1.13,0.97027
1.14,0.97264
1.15,0.97492
1.16,0.97709
1.17,0.97917
1.18,0.98115
1.19,0.98304
1.2,0.98482
1.21,0.98651
1.22,0.9881
1.23,0.98959
1.24,0.99098
1.25,0.99227
1.26,0.99346
1.27,0.99455
1.28,0.99554
1.29,0.99644
1.3,0.99723
1.31,0.99792
1.32,0.99852
1.33,0.99901
1.34,0.99941
1.35,0.9997
1.36,0.9999
1.37,0.99999
1.38,0.99998
1.39,0.99988
1.4,0.99967
1.41,0.99937
1.42,0.99896
1.43,0.99846
1.44,0.99785
1.45,0.99715
1.46,0.99634
1.47,0.99544
1.48,0.99443
1.49,0.99333
1.5,0.99213
1.51,0.99083
1.52,0.98943
1.53,0.98793
1.54,0.98633
1.55,0.98463
1.56,0.98283
1.57,0.98094
1.58,0.97895
1.59,0.97686
1.6,0.97467
1.61,0.97239
1.62,0.97
1.63,0.96752
1.64,0.96495
1.65,0.96227
1.66,0.95951
1.67,0.95664
1.68,0.95368
1.69,0.95062
1.7,0.94747
1.71,0.94423
1.72,0.94089
1.73,0.93745
1.74,0.93393
1.75,0.9303
1.76,0.92659
1.77,0.92278
1.78,0.91888
1.79,0.91489
1.8,0.91081
1.81,0.90664
1.82,0.90237
1.83,0.89802
1.84,0.89357
1.85,0.88904
1.86,0.88442
1.87,0.87971
1.88,0.87491
1.89,0.87002
1.9,0.86505
1.91,0.85999
1.92,0.85484
1.93,0.84961
1.94,0.84429
1.95,0.83889
1.96,0.83341
1.97,0.82784
1.98,0.82219
1.99,0.81645
2,0.81064
2.01,0.80474
2.02,0.79877
2.03,0.79271
2.04,0.78658
2.05,0.78036
2.06,0.77407
2.07,0.7677
2.08,0.76125
2.09,0.75473
2.1,0.74813
2.11,0.74146
2.12,0.73471
2.13,0.72789
2.14,0.721
2.15,0.71403
2.16,0.707
2.17,0.69989
2.18,0.69271
2.19,0.68547
2.2,0.67815
2.21,0.67077
2.22,0.66332
2.23,0.6558
2.24,0.64822
2.25,0.64057
2.26,0.63286
2.27,0.62509
2.28,0.61725
2.29,0.60935
2.3,0.60139
2.31,0.59337
2.32,0.58529
2.33,0.57716
2.34,0.56896
2.35,0.56071
2.36,0.5524
2.37,0.54404
2.38,0.53562
2.39,0.52715
2.4,0.51863
2.41,0.51005
2.42,0.50142
2.43,0.49275
2.44,0.48402
2.45,0.47525
2.46,0.46642
2.47,0.45755
2.48,0.44864
2.49,0.43968
2.5,0.43068
2.51,0.42163
2.52,0.41254
2.53,0.40341
2.54,0.39424
2.55,0.38503
2.56,0.37578
2.57,0.3665
2.58,0.35718
2.59,0.34782
2.6,0.33843
2.61,0.329
2.62,0.31954
2.63,0.31005
2.64,0.30053
2.65,0.29097
2.66,0.28139
2.67,0.27178
2.68,0.26214
2.69,0.25248
2.7,0.24279
2.71,0.23308
2.72,0.22334
2.73,0.21358
2.74,0.20381
2.75,0.19401
2.76,0.18419
2.77,0.17435
2.78,0.16449
2.79,0.15462
2.8,0.14473
2.81,0.13483
2.82,0.12492
2.83,0.11499
2.84,0.10505
2.85,0.095099
2.86,0.08514
2.87,0.075172
2.88,0.065197
2.89,0.055215
2.9,0.045228
2.91,0.035236
2.92,0.02524
2.93,0.015243
2.94,0.0052431
2.95,-0.0047569
2.96,-0.014756
2.97,-0.024754
2.98,-0.03475
2.99,-0.044742
3,-0.05473
3.01,-0.064712
3.02,-0.074687
3.03,-0.084655
3.04,-0.094615
3.05,-0.10457
3.06,-0.11451
3.07,-0.12443
3.08,-0.13435
3.09,-0.14425
3.1,-0.15414
3.11,-0.16401
3.12,-0.17387
3.13,-0.18371
3.14,-0.19353
3.15,-0.20333
3.16,-0.21311
3.17,-0.22287
3.18,-0.23261
3.19,-0.24232
3.2,-0.25201
3.21,-0.26167
3.22,-0.27131
3.23,-0.28092
3.24,-0.29051
3.25,-0.30006
3.26,-0.30959
3.27,-0.31908
3.28,-0.32854
3.29,-0.33797
3.3,-0.34736
3.31,-0.35672
3.32,-0.36605
3.33,-0.37533
3.34,-0.38458
3.35,-0.3938
3.36,-0.40297
3.37,-0.4121
3.38,-0.42119
3.39,-0.43024
3.4,-0.43924
3.41,-0.44821
3.42,-0.45712
3.43,-0.46599
3.44,-0.47482
3.45,-0.48359
3.46,-0.49232
3.47,-0.501
3.48,-0.50963
3.49,-0.51821
3.5,-0.52674
3.51,-0.53521
3.52,-0.54363
3.53,-0.552
3.54,-0.56031
3.55,-0.56856
3.56,-0.57676
3.57,-0.5849
3.58,-0.59298
3.59,-0.601
3.6,-0.60897
3.61,-0.61687
3.62,-0.62471
3.63,-0.63248
3.64,-0.6402
3.65,-0.64785
3.66,-0.65543
3.67,-0.66295
3.68,-0.67041
3.69,-0.67779
3.7,-0.68511
3.71,-0.69236
3.72,-0.69954
3.73,-0.70665
3.74,-0.71369
3.75,-0.72066
3.76,-0.72756
3.77,-0.73438
3.78,-0.74113
3.79,-0.74781
3.8,-0.75441
3.81,-0.76094
3.82,-0.76739
3.83,-0.77376
3.84,-0.78006
3.85,-0.78627
3.86,-0.79241
3.87,-0.79847
3.88,-0.80445
3.89,-0.81035
3.9,-0.81617
3.91,-0.82191
3.92,-0.82757
