x1,y1
0,0.55557
0.01,0.56386
0.02,0.57209
0.03,0.58026
0.04,0.58838
0.05,0.59643
0.06,0.60443
0.07,0.61236
0.08,0.62024
0.09,0.62805
0.1,0.6358
0.11,0.64349
0.12,0.65111
0.13,0.65867
0.14,0.66616
0.15,0.67359
0.16,0.68094
0.17,0.68823
0.18,0.69545
0.19,0.7026
0.2,0.70968
0.21,0.71669
0.22,0.72363
0.23,0.7305
0.24,0.73729
0.25,0.74401
0.26,0.75065
0.27,0.75722
0.28,0.76372
0.29,0.77013
0.3,0.77647
0.31,0.78274
0.32,0.78892
0.33,0.79502
0.34,0.80105
0.35,0.807
0.36,0.81286
0.37,0.81865
0.38,0.82435
0.39,0.82997
0.4,0.8355
0.41,0.84096
0.42,0.84633
0.43,0.85161
0.44,0.85681
0.45,0.86192
0.46,0.86695
0.47,0.87189
0.48,0.87674
0.49,0.88151
0.5,0.88619
0.51,0.89078
0.52,0.89528
0.53,0.89969
0.54,0.90401
0.55,0.90824
0.56,0.91237
0.57,0.91642
0.58,0.92038
0.59,0.92424
0.6,0.92801
0.61,0.93169
0.62,0.93528
0.63,0.93877
0.64,0.94217
0.65,0.94547
0.66,0.94868
0.67,0.9518
0.68,0.95482
0.69,0.95774
0.7,0.96057
0.71,0.9633
0.72,0.96594
0.73,0.96848
0.74,0.97092
0.75,0.97327
0.76,0.97551
0.77,0.97767
0.78,0.97972
0.79,0.98167
0.8,0.98353
0.81,0.98529
0.82,0.98695
0.83,0.98851
0.84,0.98997
0.85,0.99133
0.86,0.9926
0.87,0.99376
0.88,0.99483
0.89,0.99579
0.9,0.99666
0.91,0.99743
0.92,0.99809
0.93,0.99866
0.94,0.99913
0.95,0.9995
0.96,0.99976
0.97,0.99993
0.98,1
0.99,0.99997
1,0.99983
1.01,0.9996
1.02,0.99927
1.03,0.99884
1.04,0.9983
1.05,0.99767
1.06,0.99694
1.07,0.99611
1.08,0.99518
1.09,0.99415
1.1,0.99302
1.11,0.99179
1.12,0.99046
1.13,0.98903
1.14,0.9875
1.15,0.98588
1.16,0.98416
1.17,0.98233
1.18,0.98041
1.19,0.97839
1.2,0.97628
1.21,0.97406
1.22,0.97175
1.23,0.96934
1.24,0.96684
1.25,0.96424
1.26,0.96154
1.27,0.95874
1.28,0.95585
1.29,0.95287
1.3,0.94978
1.31,0.94661
1.32,0.94334
1.33,0.93997
1.34,0.93651
1.35,0.93296
1.36,0.92931
1.37,0.92557
1.38,0.92174
1.39,0.91782
1.4,0.9138
1.41,0.90969
1.42,0.90549
1.43,0.90121
1.44,0.89683
1.45,0.89236
1.46,0.8878
1.47,0.88315
1.48,0.87842
1.49,0.8736
1.5,0.86869
1.51,0.86369
1.52,0.85861
1.53,0.85344
1.54,0.84818
1.55,0.84284
1.56,0.83742
1.57,0.83191
1.58,0.82632
1.59,0.82065
1.6,0.81489
1.61,0.80906
1.62,0.80314
1.63,0.79714
1.64,0.79106
1.65,0.78491
1.66,0.77867
1.67,0.77236
1.68,0.76597
1.69,0.7595
1.7,0.75296
1.71,0.74634
1.72,0.73965
1.73,0.73288
1.74,0.72604
1.75,0.71913
1.76,0.71214
1.77,0.70509
1.78,0.69796
1.79,0.69076
1.8,0.6835
1.81,0.67616
1.82,0.66876
1.83,0.6613
1.84,0.65376
1.85,0.64616
1.86,0.6385
1.87,0.63077
1.88,0.62298
1.89,0.61512
1.9,0.60721
1.91,0.59923
1.92,0.5912
1.93,0.5831
1.94,0.57495
1.95,0.56674
1.96,0.55847
1.97,0.55015
1.98,0.54177
1.99,0.53334
2,0.52485
2.01,0.51632
2.02,0.50773
2.03,0.49909
2.04,0.4904
2.05,0.48166
2.06,0.47287
2.07,0.46403
2.08,0.45515
2.09,0.44623
2.1,0.43725
2.11,0.42824
2.12,0.41918
2.13,0.41008
2.14,0.40094
2.15,0.39176
2.16,0.38254
2.17,0.37328
2.18,0.36399
2.19,0.35465
2.2,0.34529
2.21,0.33588
2.22,0.32645
2.23,0.31698
2.24,0.30748
2.25,0.29795
2.26,0.28839
2.27,0.2788
2.28,0.26918
2.29,0.25954
2.3,0.24987
2.31,0.24017
2.32,0.23045
2.33,0.22071
2.34,0.21095
2.35,0.20116
2.36,0.19136
2.37,0.18153
2.38,0.17169
2.39,0.16183
2.4,0.15195
2.41,0.14206
2.42,0.13216
2.43,0.12224
2.44,0.11231
2.45,0.10236
2.46,0.092412
2.47,0.08245
2.48,0.07248
2.49,0.062503
2.5,0.05252
2.51,0.042531
2.52,0.032538
2.53,0.022542
2.54,0.012544
2.55,0.002544
2.56,-0.0074559
2.57,-0.017455
2.58,-0.027453
2.59,-0.037447
2.6,-0.047438
2.61,-0.057424
2.62,-0.067405
2.63,-0.077379
2.64,-0.087345
2.65,-0.097302
2.66,-0.10725
2.67,-0.11719
2.68,-0.12711
2.69,-0.13702
2.7,-0.14692
2.71,-0.15681
2.72,-0.16667
2.73,-0.17653
2.74,-0.18636
2.75,-0.19618
2.76,-0.20597
2.77,-0.21575
2.78,-0.2255
2.79,-0.23523
2.8,-0.24494
2.81,-0.25462
2.82,-0.26428
2.83,-0.27391
2.84,-0.28351
2.85,-0.29309
2.86,-0.30263
2.87,-0.31215
2.88,-0.32164
2.89,-0.33109
2.9,-0.34051
2.91,-0.34989
2.92,-0.35924
2.93,-0.36856
2.94,-0.37783
2.95,-0.38707
2.96,-0.39627
2.97,-0.40544
2.98,-0.41456
2.99,-0.42364
3,-0.43267
3.01,-0.44167
3.02,-0.45062
3.03,-0.45952
3.04,-0.46838
3.05,-0.47719
3.06,-0.48596
3.07,-0.49467
3.08,-0.50334
3.09,-0.51195
3.1,-0.52052
3.11,-0.52903
3.12,-0.53749
3.13,-0.54589
3.14,-0.55425
3.15,-0.56254
3.16,-0.57078
3.17,-0.57896
3.18,-0.58709
3.19,-0.59515
3.2,-0.60316
3.21,-0.61111
3.22,-0.61899
3.23,-0.62681
3.24,-0.63457
3.25,-0.64227
3.26,-0.6499
3.27,-0.65747
3.28,-0.66497
3.29,-0.67241
3.3,-0.67978
3.31,-0.68708
3.32,-0.69431
3.33,-0.70147
3.34,-0.70856
3.35,-0.71558
3.36,-0.72253
3.37,-0.72941
3.38,-0.73621
3.39,-0.74294
3.4,-0.7496
3.41,-0.75618
3.42,-0.76269
3.43,-0.76912
3.44,-0.77547
3.45,-0.78174
3.46,-0.78794
3.47,-0.79406
3.48,-0.8001
3.49,-0.80606
3.5,-0.81193
3.51,-0.81773
3.52,-0.82344
3.53,-0.82908
3.54,-0.83463
3.55,-0.84009
3.56,-0.84548
3.57,-0.85077
3.58,-0.85599
3.59,-0.86111
3.6,-0.86615
3.61,-0.87111
3.62,-0.87598
3.63,-0.88076
3.64,-0.88545
3.65,-0.89005
3.66,-0.89456
3.67,-0.89899
3.68,-0.90332
3.69,-0.90757
3.7,-0.91172
3.71,-0.91578
3.72,-0.91976
3.73,-0.92363
3.74,-0.92742
3.75,-0.93111
3.76,-0.93471
3.77,-0.93822
3.78,-0.94164
3.79,-0.94495
3.8,-0.94818
3.81,-0.95131
3.82,-0.95434
3.83,-0.95728
3.84,-0.96013
3.85,-0.96287
3.86,-0.96553
3.87,-0.96808
3.88,-0.97054
3.89,-0.9729
3.9,-0.97516
3.91,-0.97733
3.92,-0.9794
3.93,-0.98137
3.94,-0.98324
3.95,-0.98501
3.96,-0.98669
3.97,-0.98827
3.98,-0.98974
3.99,-0.99112
4,-0.9924
4.01,-0.99358
4.02,-0.99467
4.03,-0.99565
4.04,-0.99653
4.05,-0.99731
4.06,-0.99799
4.07,-0.99858
4.08,-0.99906
4.09,-0.99944
4.1,-0.99973
4.11,-0.99991
4.12,-0.99999
4.13,-0.99998
4.14,-0.99986
4.15,-0.99964
4.16,-0.99933
4.17,-0.99891
4.18,-0.9984
4.19,-0.99778
4.2,-0.99706
4.21,-0.99625
4.22,-0.99533
4.23,-0.99432
4.24,-0.9932
4.25,-0.99199
4.26,-0.99068
4.27,-0.98926
4.28,-0.98775
4.29,-0.98614
4.3,-0.98444
4.31,-0.98263
4.32,-0.98072
4.33,-0.97872
4.34,-0.97662
4.35,-0.97442
4.36,-0.97213
4.37,-0.96973
4.38,-0.96724
4.39,-0.96466
4.4,-0.96197
4.41,-0.95919
4.42,-0.95632
4.43,-0.95335
4.44,-0.95028
4.45,-0.94712
4.46,-0.94386
4.47,-0.94051
4.48,-0.93707
4.49,-0.93353
4.5,-0.9299
4.51,-0.92617
4.52,-0.92236
4.53,-0.91845
4.54,-0.91445
4.55,-0.91035
4.56,-0.90617
4.57,-0.9019
4.58,-0.89753
